title,content,time,trading_pair_or_currencies,price_change,cleaned_content,hash
CMC Altcoin Season Index Stands at 24,"CoinMarketCap (CMC) data, the CMC Altcoin Season Index currently stands at 24. The index measures market performance by analyzing the top 100 cryptocurrencies by market capitalization to determine whether the market is shifting towards altcoins or Bitcoin dominance.
Trading Pair: BTC
Price Change: +2.17%",2025-05-20,BTC,+2.17%,"CoinMarketCap CMC data, the CMC Altcoin Season Index currently stands at 24. The index measures market performance by analyzing the top 100 cryptocurrencies by market capitalization to determine whether the market is shifting towards altcoins or Bitcoin dominance. Trading Pair BTC Price Change 2.17",c735a20dbfeb01e56c6c485954ebd03d
GENIUS Act's Potential Impact on Ethereum and Other Cryptocurrencies,"Odaily, Placeholder partner Chris Burniske recently commented on X about the GENIUS Act's potential benefits for various cryptocurrencies. He highlighted that Ethereum (ETH) might experience the most significant positive impact due to its extensive stablecoin ecosystem, robust DeFi infrastructure, and long-established institutional partnerships. Solana (SOL) is expected to follow closely behind, while TRON (TRX) could emerge as an overlooked contender due to historical factors.
Trading Pair: ETH
Price Change: +3.97%",2025-05-20,ETH,+3.97%,"Odaily, Placeholder partner Chris Burniske recently commented on X about the GENIUS Acts potential benefits for various cryptocurrencies. He highlighted that Ethereum ETH might experience the most significant positive impact due to its extensive stablecoin ecosystem, robust DeFi infrastructure, and longestablished institutional partnerships. Solana SOL is expected to follow closely behind, while TRON TRX could emerge as an overlooked contender due to historical factors. Trading Pair ETH Price Change 3.97",6f5fe30047e9c8a93b020092c1cda421
Bitcoin Approaches Key Resistance with Technical Warning Signs,"Odaily, Bitcoin is nearing a critical resistance area, accompanied by several technical warning signals. Analyst @ali_charts has highlighted the formation of a 'hanging man' candlestick pattern near historical highs, a bearish divergence in the Relative Strength Index (RSI), and a death cross in the MACD indicator.
Trading Pair: BTC
Price Change: +2.17%",2025-05-20,BTC,+2.17%,"Odaily, Bitcoin is nearing a critical resistance area, accompanied by several technical warning signals. Analyst ali_charts has highlighted the formation of a hanging man candlestick pattern near historical highs, a bearish divergence in the Relative Strength Index RSI, and a death cross in the MACD indicator. Trading Pair BTC Price Change 2.17",dc3ca7fbb35143a46b12f208aa852eb6
ETH/BTC SuperTrend Indicator Turns Bullish for the First Time Since 2025,"Odaily, analysis by IncomeSharks reveals that the SuperTrend indicator for the ETH/BTC trading pair has turned bullish for the first time since 2025. IncomeSharks has confirmed the validity of this trend through backtesting, suggesting that the pair may have reached a bottom.
Trading Pair: BTC
Price Change: +2.17%",2025-05-20,BTC,+2.17%,"Odaily, analysis by IncomeSharks reveals that the SuperTrend indicator for the ETHBTC trading pair has turned bullish for the first time since 2025. IncomeSharks has confirmed the validity of this trend through backtesting, suggesting that the pair may have reached a bottom. Trading Pair BTC Price Change 2.17",150087afeb9e8c8d62558d9e4c415e7c
AAVE Sees Significant Surge with 26% Increase in 24 Hours,"Odaily, market data indicates that AAVE has experienced a notable increase, surpassing 269.8 USDT. It is currently trading at 268.8 USDT, marking a 26% rise over the past 24 hours.
Trading Pair: AAVE
Price Change: +19.83%",2025-05-20,AAVE,+19.83%,"Odaily, market data indicates that AAVE has experienced a notable increase, surpassing 269.8 USDT. It is currently trading at 268.8 USDT, marking a 26 rise over the past 24 hours. Trading Pair AAVE Price Change 19.83",976960c0894e704055dd6185ccecd245
Robert Kiyosaki Warns of Potential U.S. Economic Downturn,"Odaily, Robert Kiyosaki recently expressed concerns on the X platform regarding the U.S. economy following Moody's downgrade of U.S. debt. He suggested that this could signal an impending recession, with rising interest rates potentially leading to higher unemployment rates. Kiyosaki warned that markets such as bonds, real estate, and banking might face significant risks, possibly echoing the economic turmoil of the 1929 Great Depression. Kiyosaki advised individuals to consider entrepreneurship and invest in real estate that generates cash flow. He also recommended holding assets like gold, silver, and Bitcoin. He emphasized that economic crises can present opportunities, making it potentially easier to start businesses and acquire assets at lower prices.
Trading Pair: BTC
Price Change: +2.16%",2025-05-20,BTC,+2.16%,"Odaily, Robert Kiyosaki recently expressed concerns on the X platform regarding the U.S. economy following Moodys downgrade of U.S. debt. He suggested that this could signal an impending recession, with rising interest rates potentially leading to higher unemployment rates. Kiyosaki warned that markets such as bonds, real estate, and banking might face significant risks, possibly echoing the economic turmoil of the 1929 Great Depression. Kiyosaki advised individuals to consider entrepreneurship and invest in real estate that generates cash flow. He also recommended holding assets like gold, silver, and Bitcoin. He emphasized that economic crises can present opportunities, making it potentially easier to start businesses and acquire assets at lower prices. Trading Pair BTC Price Change 2.16",57c11003e544626c10d6871a736db1e8
Cryptocurrency Market Sees Broad Gains with ETH and BTC Leading,"PANews, the cryptocurrency market experienced widespread gains today, with most sectors showing positive movement. Ethereum (ETH) rebounded by 4.27%, surpassing $2,500, while Bitcoin (BTC) rose to $106,000. The DeFi sector increased by 2.34%, with CRV and AAVE rising by 6.75% and 17.19%, respectively. The RWA sector saw a 1.29% increase, with MKR and PENDLE gaining 4.21% and 7.51%, respectively. Other sectors, including CeFi, Layer1, Meme, Layer2, and PayFi, also experienced varying degrees of growth.
Trading Pair: BTC
Price Change: +2.16%",2025-05-20,BTC,+2.16%,"PANews, the cryptocurrency market experienced widespread gains today, with most sectors showing positive movement. Ethereum ETH rebounded by 4.27, surpassing 2,500, while Bitcoin BTC rose to 106,000. The DeFi sector increased by 2.34, with CRV and AAVE rising by 6.75 and 17.19, respectively. The RWA sector saw a 1.29 increase, with MKR and PENDLE gaining 4.21 and 7.51, respectively. Other sectors, including CeFi, Layer1, Meme, Layer2, and PayFi, also experienced varying degrees of growth. Trading Pair BTC Price Change 2.16",23619414c13f9052e0472b92870c73c8
Security Alert Issued Over Phishing Scam Targeting EIP-7702 Users,"BlockBeats, GoPlus Security has issued a security alert on May 20 regarding a phishing scam targeting users who have enabled EIP-7702 smart accounts following the Pectra upgrade. The scam involves a malicious Delegator address (0x930fcc37d6042c79211ee18a02857cb1fd7f0d0b) that, once authorized, automatically redirects ETH from user accounts to the scammer's wallet. Users are advised to authorize the 7702 feature only through official wallet applications and to avoid clicking on external links or upgrade options in emails. It is crucial to always verify the contract source code to ensure security.
Trading Pair: ETH
Price Change: +3.93%",2025-05-20,ETH,+3.93%,"BlockBeats, GoPlus Security has issued a security alert on May 20 regarding a phishing scam targeting users who have enabled EIP7702 smart accounts following the Pectra upgrade. The scam involves a malicious Delegator address 0x930fcc37d6042c79211ee18a02857cb1fd7f0d0b that, once authorized, automatically redirects ETH from user accounts to the scammers wallet. Users are advised to authorize the 7702 feature only through official wallet applications and to avoid clicking on external links or upgrade options in emails. It is crucial to always verify the contract source code to ensure security. Trading Pair ETH Price Change 3.93",e16c577ce1ad55fd72c65f896e4cb298
"Ethereum(ETH) Drops Below 2,500 USDT with a Narrowed 3.64% Increase in 24 Hours","Binance Market Data, Ethereum has dropped below 2,500 USDT and is now trading at 2,499.01001 USDT, with a narrowed narrowed 3.64% increase in 24 hours.
Trading Pair: ETH
Price Change: +3.93%",2025-05-20,ETH,+3.93%,"Binance Market Data, Ethereum has dropped below 2,500 USDT and is now trading at 2,499.01001 USDT, with a narrowed narrowed 3.64 increase in 24 hours. Trading Pair ETH Price Change 3.93",2646d1b62b41b7a26d35ef2a424ce46c
Circle and BlackRock Forge Strategic Partnership for Stablecoin Reserves,"PANews, Circle has entered into a new memorandum of understanding with BlackRock, signed in March 2025, designating BlackRock as the preferred partner for managing Circle's stablecoin reserves. The agreement stipulates that BlackRock will oversee at least 90% of Circle's dollar custody reserves, excluding bank deposits, while committing not to issue a competing dollar payment stablecoin. This partnership is set to last for four years, reinforcing Circle's strategic approach to stablecoin management.
Trading Pair: USDC
Price Change: -0.03%",2025-05-20,USDC,-0.03%,"PANews, Circle has entered into a new memorandum of understanding with BlackRock, signed in March 2025, designating BlackRock as the preferred partner for managing Circles stablecoin reserves. The agreement stipulates that BlackRock will oversee at least 90 of Circles dollar custody reserves, excluding bank deposits, while committing not to issue a competing dollar payment stablecoin. This partnership is set to last for four years, reinforcing Circles strategic approach to stablecoin management. Trading Pair USDC Price Change 0.03",39cba3ded7daa5a96b10d4f88c1c50c0
Future of Blockchain Development: Focus on Application Chains,"Odaily, on May 20, Tabi founder Xavier highlighted the shift in successful blockchain strategies. Historically, public chains thrived on innovative applications within their ecosystems, such as Ethereum's ICO and DeFi Summer. However, as the industry matures, this traditional approach is becoming less effective. Xavier emphasized HyperliquidX as a model of the 'fat application, thin protocol' concept, indicating a new direction for public chain development. Instead of numerous decentralized applications (DApps), future public chains should concentrate on the application chain model to enhance efficiency and practicality. Application chains may be crucial for the next generation of successful public chains. Xavier also acknowledged Cosmos for its contributions to the application chain sector. Concepts like account abstraction and inter-chain communication provide essential theoretical foundations for the future development of Layer 1 blockchains.
Trading Pair: ETH
Price Change: +3.93%",2025-05-20,ETH,+3.93%,"Odaily, on May 20, Tabi founder Xavier highlighted the shift in successful blockchain strategies. Historically, public chains thrived on innovative applications within their ecosystems, such as Ethereums ICO and DeFi Summer. However, as the industry matures, this traditional approach is becoming less effective. Xavier emphasized HyperliquidX as a model of the fat application, thin protocol concept, indicating a new direction for public chain development. Instead of numerous decentralized applications DApps, future public chains should concentrate on the application chain model to enhance efficiency and practicality. Application chains may be crucial for the next generation of successful public chains. Xavier also acknowledged Cosmos for its contributions to the application chain sector. Concepts like account abstraction and interchain communication provide essential theoretical foundations for the future development of Layer 1 blockchains. Trading Pair ETH Price Change 3.93",81f7796f184957f1bd0f5c3e0158dba1
Solana's New Consensus Protocol Alpenglow Promises Enhanced Efficiency,"Foresight News, on May 19, Anza, a developer studio spun off from Solana Labs, introduced a new consensus layer protocol for Solana named Alpenglow. This protocol modifies the existing TowerBFT and PoH consensus mechanisms by incorporating new components, Votor and Rotor, to handle voting and block finality, and to enhance Solana's current block propagation protocol. Built on Turbine, Solana's version of sharding, it optimizes bandwidth usage through a single-layer relay node based on stake. Roger Wattenhover, Anza's Head of Research, stated at Solana Accelerate that the new consensus mechanism will significantly reduce transaction finality time from the current 12.8 seconds to 150 milliseconds. Alpenglow has completed prototype testing and is expected to deploy on the testnet by mid-2025, with mainnet deployment anticipated later in the year following approval through Solana Improvement Documents (SIMD). Compared to the current Solana mainnet, Alpenglow simplifies architecture and optimizes data propagation efficiency, making it suitable for high-frequency trading and real-time payments. Votor, a core component of Alpenglow, will replace TowerBFT by handling consensus logic. It operates through direct communication rather than the current node gossip model, using peer-to-peer communication and dynamic grouping strategies based on stake weight or geographical location. This reduces redundant message transmission and network latency. Votor introduces a tiered stake voting mechanism: if a block receives over 80% stake support in the first round, it is notarized immediately; if support is between 60% and 80%, a second round of rapid confirmation is initiated. Nodes can skip voting if block delay or risk is detected, preventing resource wastage. Overall, when the validator threshold is below 60%, latency can be controlled to around 100 milliseconds. Rotor focuses on improving block propagation efficiency and network resource allocation by integrating Turbine sharding technology. It replaces the traditional multi-layer relay model with a single-layer relay node architecture, splitting block data into lightweight shards and dynamically optimizing transmission paths, significantly reducing network complexity and transmission delay. Rotor also introduces an adaptive propagation algorithm that monitors network status in real-time and switches congested paths, combining lightweight data verification to reduce computational overhead, greatly enhancing propagation speed and fault tolerance. Performance-wise, Rotor compresses block propagation delay to milliseconds, supporting Solana's goal of achieving 50,000 TPS, meeting the demands of DeFi clearing and real-time payment scenarios. Overall, the Alpenglow protocol removes the PoH mechanism, reducing chain-wide operational risk and simplifying architecture. By replacing Tower BFT consensus with Votor and using stake-driven 1-2 round voting, it achieves block finality within 100-150 milliseconds without relying on optimistic confirmation. Rotor optimizes Turbine sharding with a single-layer relay system, enhancing propagation efficiency to the physical network latency limit, with the main bottleneck being underlying network transmission speed. The system's resilience is significantly enhanced, capable of withstanding 20% malicious nodes and 20% stake offline scenarios, improving attack resistance and fault tolerance. Ultimately, Alpenglow compresses transaction finality to milliseconds, providing foundational support for high-frequency trading, real-time payments, and large-scale on-chain applications.
Trading Pair: SOL
Price Change: +2.36%",2025-05-20,SOL,+2.36%,"Foresight News, on May 19, Anza, a developer studio spun off from Solana Labs, introduced a new consensus layer protocol for Solana named Alpenglow. This protocol modifies the existing TowerBFT and PoH consensus mechanisms by incorporating new components, Votor and Rotor, to handle voting and block finality, and to enhance Solanas current block propagation protocol. Built on Turbine, Solanas version of sharding, it optimizes bandwidth usage through a singlelayer relay node based on stake. Roger Wattenhover, Anzas Head of Research, stated at Solana Accelerate that the new consensus mechanism will significantly reduce transaction finality time from the current 12.8 seconds to 150 milliseconds. Alpenglow has completed prototype testing and is expected to deploy on the testnet by mid2025, with mainnet deployment anticipated later in the year following approval through Solana Improvement Documents SIMD. Compared to the current Solana mainnet, Alpenglow simplifies architecture and optimizes data propagation efficiency, making it suitable for highfrequency trading and realtime payments. Votor, a core component of Alpenglow, will replace TowerBFT by handling consensus logic. It operates through direct communication rather than the current node gossip model, using peertopeer communication and dynamic grouping strategies based on stake weight or geographical location. This reduces redundant message transmission and network latency. Votor introduces a tiered stake voting mechanism if a block receives over 80 stake support in the first round, it is notarized immediately if support is between 60 and 80, a second round of rapid confirmation is initiated. Nodes can skip voting if block delay or risk is detected, preventing resource wastage. Overall, when the validator threshold is below 60, latency can be controlled to around 100 milliseconds. Rotor focuses on improving block propagation efficiency and network resource allocation by integrating Turbine sharding technology. It replaces the traditional multilayer relay model with a singlelayer relay node architecture, splitting block data into lightweight shards and dynamically optimizing transmission paths, significantly reducing network complexity and transmission delay. Rotor also introduces an adaptive propagation algorithm that monitors network status in realtime and switches congested paths, combining lightweight data verification to reduce computational overhead, greatly enhancing propagation speed and fault tolerance. Performancewise, Rotor compresses block propagation delay to milliseconds, supporting Solanas goal of achieving 50,000 TPS, meeting the demands of DeFi clearing and realtime payment scenarios. Overall, the Alpenglow protocol removes the PoH mechanism, reducing chainwide operational risk and simplifying architecture. By replacing Tower BFT consensus with Votor and using stakedriven 12 round voting, it achieves block finality within 100150 milliseconds without relying on optimistic confirmation. Rotor optimizes Turbine sharding with a singlelayer relay system, enhancing propagation efficiency to the physical network latency limit, with the main bottleneck being underlying network transmission speed. The systems resilience is significantly enhanced, capable of withstanding 20 malicious nodes and 20 stake offline scenarios, improving attack resistance and fault tolerance. Ultimately, Alpenglow compresses transaction finality to milliseconds, providing foundational support for highfrequency trading, realtime payments, and largescale onchain applications. Trading Pair SOL Price Change 2.36",d0218bd9ac80ed4fca1e1a1c6380b5ea
BNB Surpasses 650 USDT with a 2.15% Increase in 24 Hours,"Binance Market Data, BNB has crossed the 650 USDT benchmark and is now trading at 650 USDT, with a narrowed 2.15% increase in 24 hours.
Trading Pair: BNB
Price Change: +0.67%",2025-05-20,BNB,+0.67%,"Binance Market Data, BNB has crossed the 650 USDT benchmark and is now trading at 650 USDT, with a narrowed 2.15 increase in 24 hours. Trading Pair BNB Price Change 0.67",33a2e7b2cbef6e033f6d472d5b9881ad
GENIUS Act's Potential Impact on Ethereum and Other Cryptocurrencies,"Odaily, Placeholder partner Chris Burniske recently commented on X about the GENIUS Act's potential benefits for various cryptocurrencies. He highlighted that Ethereum (ETH) might experience the most significant positive impact due to its extensive stablecoin ecosystem, robust DeFi infrastructure, and long-established institutional partnerships. Solana (SOL) is expected to follow closely behind, while TRON (TRX) could emerge as an overlooked contender due to historical factors.
Trading Pair: ETH
Price Change: +3.93%",2025-05-20,ETH,+3.93%,"Odaily, Placeholder partner Chris Burniske recently commented on X about the GENIUS Acts potential benefits for various cryptocurrencies. He highlighted that Ethereum ETH might experience the most significant positive impact due to its extensive stablecoin ecosystem, robust DeFi infrastructure, and longestablished institutional partnerships. Solana SOL is expected to follow closely behind, while TRON TRX could emerge as an overlooked contender due to historical factors. Trading Pair ETH Price Change 3.93",d9c29bd1bd36227df3c07bb854a3c334
AAVE Sees Significant Surge with 26% Increase in 24 Hours,"Odaily, market data indicates that AAVE has experienced a notable increase, surpassing 269.8 USDT. It is currently trading at 268.8 USDT, marking a 26% rise over the past 24 hours.
Trading Pair: AAVE
Price Change: +19.70%",2025-05-20,AAVE,+19.70%,"Odaily, market data indicates that AAVE has experienced a notable increase, surpassing 269.8 USDT. It is currently trading at 268.8 USDT, marking a 26 rise over the past 24 hours. Trading Pair AAVE Price Change 19.70",e2d30efc0d26445d261459a1b3e9ec22
Ethereum Spot ETF Sees Significant Inflow in the U.S.,"BlockBeats, data from Farside Investors indicates that the U.S. Ethereum spot ETF experienced a net inflow of $13.7 million yesterday. This entire amount was attributed to BlackRock's ETHA, while other ETFs reported no net inflow.
Trading Pair: ETH
Price Change: +3.93%",2025-05-20,ETH,+3.93%,"BlockBeats, data from Farside Investors indicates that the U.S. Ethereum spot ETF experienced a net inflow of 13.7 million yesterday. This entire amount was attributed to BlackRocks ETHA, while other ETFs reported no net inflow. Trading Pair ETH Price Change 3.93",32eccea601062bdc7c7c56a7abac3e88
Ripple CEO Urges U.S. Lawmakers to Support Crypto Legislation,"Odaily, Ripple CEO Brad Garlinghouse recently expressed his intentions on the X platform to advocate for reasonable legislation supporting cryptocurrencies, focusing on stablecoins and market structure, during his visit to Washington, D.C. He urged U.S. government officials to view cryptocurrencies appropriately. However, Cynthia Lummis, Chair of the U.S. Digital Assets Subcommittee and Senator, canceled their meeting and has not rescheduled. Garlinghouse called on Lummis to reconsider the meeting to discuss how to position the United States as a global leader in the cryptocurrency sector.
Trading Pair: XRP
Price Change: +1.04%",2025-05-20,XRP,+1.04%,"Odaily, Ripple CEO Brad Garlinghouse recently expressed his intentions on the X platform to advocate for reasonable legislation supporting cryptocurrencies, focusing on stablecoins and market structure, during his visit to Washington, D.C. He urged U.S. government officials to view cryptocurrencies appropriately. However, Cynthia Lummis, Chair of the U.S. Digital Assets Subcommittee and Senator, canceled their meeting and has not rescheduled. Garlinghouse called on Lummis to reconsider the meeting to discuss how to position the United States as a global leader in the cryptocurrency sector. Trading Pair XRP Price Change 1.04",8136ce6dffb968c20deff335c6679a79
Exchange Supply of ETH and BTC Hits Historic Lows,"Odaily, on-chain data platform Santiment has reported that the supply of Ethereum (ETH) on exchanges has dropped to 4.9% of its total supply, marking a 10-year low. Meanwhile, Bitcoin (BTC) exchange supply has decreased to 7.1%, the lowest level since November 2018. Over the past five years, the amount of BTC on exchanges has reduced by 1.7 million, while ETH has seen a decrease of 15.3 million.
Trading Pair: ETH
Price Change: +3.93%",2025-05-20,ETH,+3.93%,"Odaily, onchain data platform Santiment has reported that the supply of Ethereum ETH on exchanges has dropped to 4.9 of its total supply, marking a 10year low. Meanwhile, Bitcoin BTC exchange supply has decreased to 7.1, the lowest level since November 2018. Over the past five years, the amount of BTC on exchanges has reduced by 1.7 million, while ETH has seen a decrease of 15.3 million. Trading Pair ETH Price Change 3.93",4e0b290b39a01029b51b4cb48149ccf7
Google Launches NotebookLM AI Tool Ahead of I/O Conference,"PANews, Google has officially released the native Android and iOS applications for its AI-powered note-taking tool, NotebookLM, ahead of the I/O conference. The new version allows users to import PDFs, web pages, YouTube videos, and text, with the ability to quickly add materials via the system's share panel. It also features AI-hosted voice summary playback and offline capabilities. The interface is compatible with both smartphones and tablets, enabling users to switch between 'Source,' 'Q&A,' and 'Studio' modules. This native client replaces the previous PWA web version.
Trading Pair: N/A
Price Change: N/A",2025-05-20,N/A,N/A,"PANews, Google has officially released the native Android and iOS applications for its AIpowered notetaking tool, NotebookLM, ahead of the IO conference. The new version allows users to import PDFs, web pages, YouTube videos, and text, with the ability to quickly add materials via the systems share panel. It also features AIhosted voice summary playback and offline capabilities. The interface is compatible with both smartphones and tablets, enabling users to switch between Source, QA, and Studio modules. This native client replaces the previous PWA web version. Trading Pair NA Price Change NA",b3e9c49b07f2b1b3332b414bfe87b168
Cryptocurrency Market Sentiment Shows Decrease in Greed,"BlockBeats, the Alternative data indicates that the cryptocurrency Fear and Greed Index has dropped to 71 today, down from 74 yesterday, reflecting a cooling in market greed. The Fear and Greed Index ranges from 0 to 100 and is calculated based on several factors: volatility (25%), market trading volume (25%), social media activity (15%), market surveys (15%), Bitcoin's market dominance (10%), and Google Trends analysis (10%).
Trading Pair: BTC
Price Change: +2.16%",2025-05-20,BTC,+2.16%,"BlockBeats, the Alternative data indicates that the cryptocurrency Fear and Greed Index has dropped to 71 today, down from 74 yesterday, reflecting a cooling in market greed. The Fear and Greed Index ranges from 0 to 100 and is calculated based on several factors volatility 25, market trading volume 25, social media activity 15, market surveys 15, Bitcoins market dominance 10, and Google Trends analysis 10. Trading Pair BTC Price Change 2.16",6ea36f1088a962ec50dd1379bc7c8725
"Bitcoin Faces Bearish Divergence, Analyst Warns of Potential Setback","BlockBeats, cryptocurrency analyst Bluntz has identified a bearish divergence on Bitcoin's daily chart, which could dampen hopes for the cryptocurrency to reach a new all-time high this week. A bearish divergence occurs when the price continues to hit new highs, but the Relative Strength Index (RSI) shows higher lows, indicating that buying pressure is weakening despite the price surge.
Trading Pair: BTC
Price Change: +2.16%",2025-05-20,BTC,+2.16%,"BlockBeats, cryptocurrency analyst Bluntz has identified a bearish divergence on Bitcoins daily chart, which could dampen hopes for the cryptocurrency to reach a new alltime high this week. A bearish divergence occurs when the price continues to hit new highs, but the Relative Strength Index RSI shows higher lows, indicating that buying pressure is weakening despite the price surge. Trading Pair BTC Price Change 2.16",4758b219c2927b7b02df4ccf2fcc8582
Senate Vote on GENIUS Act Paves Way for Digital Asset Regulation,"Foresight News, crypto journalist Eleanor Terrett reports that Josh Vlasto, a spokesperson for the crypto policy organization CEDAR, commented on the Senate's vote on the GENIUS Act. Vlasto stated, ""We congratulate the Senate on today's vote outcome. This resolution, along with the eventual passage of the stablecoin bill, clears the path for Congress to enact market structure legislation as mandated by voters, thereby establishing clear rules for digital assets.""
Trading Pair: N/A
Price Change: N/A",2025-05-20,N/A,N/A,"Foresight News, crypto journalist Eleanor Terrett reports that Josh Vlasto, a spokesperson for the crypto policy organization CEDAR, commented on the Senates vote on the GENIUS Act. Vlasto stated, We congratulate the Senate on todays vote outcome. This resolution, along with the eventual passage of the stablecoin bill, clears the path for Congress to enact market structure legislation as mandated by voters, thereby establishing clear rules for digital assets. Trading Pair NA Price Change NA",0381948a95f1d8b5bce3b17cc431f6ff
Abraxas Capital Increases Ethereum Holdings After Brief Dormancy,"Foresight News, Abraxas Capital has resumed its accumulation of Ethereum, acquiring 46,295 ETH valued at approximately $115.3 million after a three-day pause. Since May 7, the firm has purchased a total of 350,703 ETH, amounting to around $837 million, with an average price of $2,386 per ETH. The current unrealized profit from these acquisitions stands at $50 million.
Trading Pair: ETH
Price Change: +3.93%",2025-05-20,ETH,+3.93%,"Foresight News, Abraxas Capital has resumed its accumulation of Ethereum, acquiring 46,295 ETH valued at approximately 115.3 million after a threeday pause. Since May 7, the firm has purchased a total of 350,703 ETH, amounting to around 837 million, with an average price of 2,386 per ETH. The current unrealized profit from these acquisitions stands at 50 million. Trading Pair ETH Price Change 3.93",56c2c33c7cf2d8ae37263efa7cb7be11
U.S. Senate Advances Cryptocurrency Legislation Amidst Delays,"BlockBeats, the U.S. Senate has overcome a significant procedural hurdle in the passage of a cryptocurrency bill following a period of deadlock. A key Senate Democrat has ended the obstruction of cryptocurrency legislation. However, the final vote on the Senate's GENIUS Stablecoin Act may still take several weeks.
Trading Pair: N/A
Price Change: N/A",2025-05-20,N/A,N/A,"BlockBeats, the U.S. Senate has overcome a significant procedural hurdle in the passage of a cryptocurrency bill following a period of deadlock. A key Senate Democrat has ended the obstruction of cryptocurrency legislation. However, the final vote on the Senates GENIUS Stablecoin Act may still take several weeks. Trading Pair NA Price Change NA",89312d6119eb1586bdf6c8b5626ea48c
GENIUS Act Passes with Significant Majority,"Odaily, the GENIUS Act has been approved following a vote, with 66 in favor and 32 against. This development marks a significant step in the legislative process.
Trading Pair: N/A
Price Change: N/A",2025-05-20,N/A,N/A,"Odaily, the GENIUS Act has been approved following a vote, with 66 in favor and 32 against. This development marks a significant step in the legislative process. Trading Pair NA Price Change NA",861a75981943aa4e39155b8cdb41470e
"Bitcoin Poised for Significant Growth in 2025, Says 21Shares","BlockBeats, despite Bitcoin's price hovering slightly below its all-time high from January, digital asset ETF issuer 21Shares anticipates substantial growth for Bitcoin this year. In a report released on Monday, 21Shares research strategist Matt Mena stated that ""Bitcoin is on the verge of a breakout."" He attributes the current Bitcoin rally not to retail frenzy but to a combination of structural forces, including institutional inflows, historic supply constraints, and an improving macroeconomic environment. These factors suggest Bitcoin is on a path to reach new all-time highs in a more sustainable and mature manner.The continuous absorption of Bitcoin by spot Bitcoin ETFs exceeds daily mining output, further tightening supply. Additionally, major institutions like Strategy and newcomers such as Twenty One Capital are consistently accumulating Bitcoin, with some countries even exploring the establishment of strategic reserves.Mena predicts that the combined impact of these factors could drive Bitcoin's price to $138,500 this year.
Trading Pair: BTC
Price Change: +2.16%",2025-05-20,BTC,+2.16%,"BlockBeats, despite Bitcoins price hovering slightly below its alltime high from January, digital asset ETF issuer 21Shares anticipates substantial growth for Bitcoin this year. In a report released on Monday, 21Shares research strategist Matt Mena stated that Bitcoin is on the verge of a breakout. He attributes the current Bitcoin rally not to retail frenzy but to a combination of structural forces, including institutional inflows, historic supply constraints, and an improving macroeconomic environment. These factors suggest Bitcoin is on a path to reach new alltime highs in a more sustainable and mature manner.The continuous absorption of Bitcoin by spot Bitcoin ETFs exceeds daily mining output, further tightening supply. Additionally, major institutions like Strategy and newcomers such as Twenty One Capital are consistently accumulating Bitcoin, with some countries even exploring the establishment of strategic reserves.Mena predicts that the combined impact of these factors could drive Bitcoins price to 138,500 this year. Trading Pair BTC Price Change 2.16",e6f2b81ee8b8dcc146a02717b3cc69cf
Genesis Global Capital Sues Parent Company for Billions,"Foresight News, Genesis Global Capital, a cryptocurrency lending firm, has filed lawsuits in Delaware and New York courts against its parent company, Digital Currency Group (DCG). The legal actions aim to recover over $3.1 billion for creditors. The Delaware lawsuit accuses DCG and its CEO, Barry Silbert, of fraud and mismanagement, which allegedly led to Genesis's bankruptcy in 2023. The suit demands the return of 1 million cryptocurrencies valued at $2.1 billion. In New York, Genesis seeks to reclaim more than $1.2 billion in preferential transfers and $34 million in tax payments.
Trading Pair: N/A
Price Change: N/A",2025-05-20,N/A,N/A,"Foresight News, Genesis Global Capital, a cryptocurrency lending firm, has filed lawsuits in Delaware and New York courts against its parent company, Digital Currency Group DCG. The legal actions aim to recover over 3.1 billion for creditors. The Delaware lawsuit accuses DCG and its CEO, Barry Silbert, of fraud and mismanagement, which allegedly led to Genesiss bankruptcy in 2023. The suit demands the return of 1 million cryptocurrencies valued at 2.1 billion. In New York, Genesis seeks to reclaim more than 1.2 billion in preferential transfers and 34 million in tax payments. Trading Pair NA Price Change NA",6cd0eeb0ccb59fbf1de0473ea3651ab4
Codex Integrated into ChatGPT iOS App for Enhanced Functionality,"PANews, OpenAI Developers have announced the integration of Codex into the ChatGPT iOS application. This update allows users to initiate tasks, review code differences, request modifications, and even push pull requests directly from their mobile devices. The app also supports real-time activity tracking on the lock screen and seamless desktop continuation. Users are required to complete setup on the web version before enabling these features.
Trading Pair: N/A
Price Change: N/A",2025-05-20,N/A,N/A,"PANews, OpenAI Developers have announced the integration of Codex into the ChatGPT iOS application. This update allows users to initiate tasks, review code differences, request modifications, and even push pull requests directly from their mobile devices. The app also supports realtime activity tracking on the lock screen and seamless desktop continuation. Users are required to complete setup on the web version before enabling these features. Trading Pair NA Price Change NA",f2881e6d6676bd05828437493572a58d
