title,content,time,trading_pair_or_currencies,price_change,cleaned_content,hash
Metaplanet CEO Urges Japan to Build Bitcoin Reserves,"PANews, Simon Gerovich, CEO of the Japanese publicly traded company Metaplanet, has called on Japan to follow the United States in establishing Bitcoin reserves. He envisions Japan becoming a 'global Bitcoin superpower.' Gerovich revealed that Metaplanet has achieved a 45.1% return on Bitcoin investments in 2025, with an acquisition cost of approximately $240.2 million and an average purchase price of $83,172.Gerovich expressed concern over the adequacy of their Bitcoin holdings, emphasizing the urgency of acquiring more. He stated, ""The opportunity to purchase Bitcoin won't last forever, and soon there will be two types of people: those who own Bitcoin and those who regret not buying it."" Metaplanet is actively accumulating Bitcoin to ensure shareholder confidence.
Trading Pair: BTC
Price Change: -1.06%",2025-03-09,BTC,-1.06%,"PANews, Simon Gerovich, CEO of the Japanese publicly traded company Metaplanet, has called on Japan to follow the United States in establishing Bitcoin reserves. He envisions Japan becoming a global Bitcoin superpower. Gerovich revealed that Metaplanet has achieved a 45.1 return on Bitcoin investments in 2025, with an acquisition cost of approximately 240.2 million and an average purchase price of 83,172.Gerovich expressed concern over the adequacy of their Bitcoin holdings, emphasizing the urgency of acquiring more. He stated, The opportunity to purchase Bitcoin wont last forever, and soon there will be two types of people those who own Bitcoin and those who regret not buying it. Metaplanet is actively accumulating Bitcoin to ensure shareholder confidence. Trading Pair BTC Price Change 1.06",2df943d838af14edb83b2e81da3df6c3
Cryptocurrency Fear And Greed Index Declines Further,"PANews, the cryptocurrency Fear and Greed Index has dropped to 27, down from 28 the previous day, indicating a continued state of fear in the market. The index, which ranges from 0 to 100, is calculated based on several factors: volatility (25%), market trading volume (25%), social media sentiment (15%), market surveys (15%), Bitcoin's market dominance (10%), and Google search trends (10%).
Trading Pair: N/A
Price Change: N/A",2025-03-09,N/A,N/A,"PANews, the cryptocurrency Fear and Greed Index has dropped to 27, down from 28 the previous day, indicating a continued state of fear in the market. The index, which ranges from 0 to 100, is calculated based on several factors volatility 25, market trading volume 25, social media sentiment 15, market surveys 15, Bitcoins market dominance 10, and Google search trends 10. Trading Pair NA Price Change NA",483db194a2f6ef60e9c309e5fea88f64
AI Agent Market Cap Falls Below $5 Billion,"BlockBeats, the total market capitalization of the AI Agent sector has dropped below $5 billion, experiencing a 4.4% decline over the past 24 hours to reach $4.61 billion. On the Solana blockchain, the AI Agent market cap is currently reported at $1.69 billion, while on the Base blockchain, it stands at $1.54 billion. Previously, the AI Agents sector had surpassed a market cap of $20 billion, marking a decrease of approximately 77.5% from its historical peak.
Trading Pair: N/A
Price Change: N/A",2025-03-09,N/A,N/A,"BlockBeats, the total market capitalization of the AI Agent sector has dropped below 5 billion, experiencing a 4.4 decline over the past 24 hours to reach 4.61 billion. On the Solana blockchain, the AI Agent market cap is currently reported at 1.69 billion, while on the Base blockchain, it stands at 1.54 billion. Previously, the AI Agents sector had surpassed a market cap of 20 billion, marking a decrease of approximately 77.5 from its historical peak. Trading Pair NA Price Change NA",03e371377a93eec90ae1a5e70d9f3f0f
BNB Chain Achieves Record App Revenue in February amid Ethereum and Solana Declines,"Odaily, CryptoRank data reveals that BNB Chain's application revenue reached a record $16.5 million in February. Sonic contributed $3.8 million to this total. In contrast, Ethereum and Solana experienced significant declines, with revenues dropping by over 30% and 50%, respectively.
Trading Pair: N/A
Price Change: N/A",2025-03-09,N/A,N/A,"Odaily, CryptoRank data reveals that BNB Chains application revenue reached a record 16.5 million in February. Sonic contributed 3.8 million to this total. In contrast, Ethereum and Solana experienced significant declines, with revenues dropping by over 30 and 50, respectively. Trading Pair NA Price Change NA",37b310fc08af7e91c25fb38b976622a9
Significant stETH Purchase Observed on Blockchain,"PANews, blockchain analyst @ai_9684xtpa has reported that the address 0x655...1e0B8 acquired 8,265 stETH tokens at an average price of $2,218 over the past eight hours, amounting to a total value of $18.33 million. This acquisition has made stETH the most significant asset in this address's portfolio. Previously, it was noted that two major whales increased their holdings by 7,591 ETH in the last 12 hours.
Trading Pair: N/A
Price Change: N/A",2025-03-09,N/A,N/A,"PANews, blockchain analyst ai_9684xtpa has reported that the address 0x655...1e0B8 acquired 8,265 stETH tokens at an average price of 2,218 over the past eight hours, amounting to a total value of 18.33 million. This acquisition has made stETH the most significant asset in this addresss portfolio. Previously, it was noted that two major whales increased their holdings by 7,591 ETH in the last 12 hours. Trading Pair NA Price Change NA",4b71dc2c343f9a662a656d2f92e28bad
Bitcoin Market Dominance Remains Above 60% Amidst Market Stagnation,"BlockBeats, data from TradingView indicates that Bitcoin's market dominance (BTC.D) has remained above 60% for over a month since February 2, currently standing at 61.25%. The market appears to be in a stagnant phase. Analyst ai_9684xtpa shared historical data showing that when Bitcoin's market dominance reached 60% last November, altcoins experienced a minor bull market. In 2019 and 2021, Bitcoin's dominance peaked at 70%, followed by significant market-wide rallies.
Trading Pair: BTC
Price Change: -1.06%",2025-03-09,BTC,-1.06%,"BlockBeats, data from TradingView indicates that Bitcoins market dominance BTC.D has remained above 60 for over a month since February 2, currently standing at 61.25. The market appears to be in a stagnant phase. Analyst ai_9684xtpa shared historical data showing that when Bitcoins market dominance reached 60 last November, altcoins experienced a minor bull market. In 2019 and 2021, Bitcoins dominance peaked at 70, followed by significant marketwide rallies. Trading Pair BTC Price Change 1.06",ffcb25b27f3177302b6eb59f202275cc
Conic Finance Ceases Operations Due To Unresolved Issues,"Foresight News, Conic Finance, a protocol within the Curve Finance ecosystem, has announced the cessation of its operations and the termination of its project. The decision to halt operations stems from the inability to resolve critical issues in the new version, leading to the departure of several core members. After careful evaluation, the remaining team has decided to end the Conic project. Conic Finance has advised all liquidity providers to withdraw their funds from Omnipools. Additionally, the Conic treasury will return the remaining portion of Michael Egorov's investment from July 2023 to him. The protocol will also cease all Votium bribes and incentives related to the CNC/ETH Curve pool.
Trading Pair: N/A
Price Change: N/A",2025-03-09,N/A,N/A,"Foresight News, Conic Finance, a protocol within the Curve Finance ecosystem, has announced the cessation of its operations and the termination of its project. The decision to halt operations stems from the inability to resolve critical issues in the new version, leading to the departure of several core members. After careful evaluation, the remaining team has decided to end the Conic project. Conic Finance has advised all liquidity providers to withdraw their funds from Omnipools. Additionally, the Conic treasury will return the remaining portion of Michael Egorovs investment from July 2023 to him. The protocol will also cease all Votium bribes and incentives related to the CNCETH Curve pool. Trading Pair NA Price Change NA",caf02a5f011b0b0cc144557733e66583
Arkham Introduces KOL Tag for Influential X Users,"Foresight News, crypto data tracking platform Arkham has announced the launch of a new 'KOL Tag' feature. This feature is designed for X users with over 100,000 followers, labeling them as 'Key Opinion Leaders' (KOLs). The new tag allows users to track the wallets of these influential figures. However, due to varying legal jurisdictions, users residing in certain areas will be excluded from this feature.
Trading Pair: N/A
Price Change: N/A",2025-03-09,N/A,N/A,"Foresight News, crypto data tracking platform Arkham has announced the launch of a new KOL Tag feature. This feature is designed for X users with over 100,000 followers, labeling them as Key Opinion Leaders KOLs. The new tag allows users to track the wallets of these influential figures. However, due to varying legal jurisdictions, users residing in certain areas will be excluded from this feature. Trading Pair NA Price Change NA",835e605f2cbbff38f8b1f3a1ec988524
Mysten Labs Acquires Game Development Platform Parasol,"PANews, Mysten Labs, the company behind the Sui blockchain, has acquired the game development platform Parasol. The financial details of the acquisition have not been disclosed. Parasol is an end-to-end platform comprised of gaming experts from Japan and the United States, offering developers the ability to seamlessly integrate blockchain infrastructure into their games.
Trading Pair: N/A
Price Change: N/A",2025-03-09,N/A,N/A,"PANews, Mysten Labs, the company behind the Sui blockchain, has acquired the game development platform Parasol. The financial details of the acquisition have not been disclosed. Parasol is an endtoend platform comprised of gaming experts from Japan and the United States, offering developers the ability to seamlessly integrate blockchain infrastructure into their games. Trading Pair NA Price Change NA",43b15a7fb2c393d5d35458e9f0b44b5a
"Strategy's Net Asset Premium Rate Rebounds, Indicating Potential Bitcoin Purchase","BlockBeats, on March 9, renowned crypto analyst Miles Deutscher shared on the X platform that Strategy's (MSTR) net asset premium rate rebounded by 23% last week from its low point. This metric assesses the premium level of MSTR's market value relative to its Bitcoin holdings. A higher premium suggests that Strategy can raise more funds to acquire Bitcoin. Deutscher indicated that Saylor might be preparing for another significant Bitcoin purchase next week.
Trading Pair: BTC
Price Change: -1.05%",2025-03-09,BTC,-1.05%,"BlockBeats, on March 9, renowned crypto analyst Miles Deutscher shared on the X platform that Strategys MSTR net asset premium rate rebounded by 23 last week from its low point. This metric assesses the premium level of MSTRs market value relative to its Bitcoin holdings. A higher premium suggests that Strategy can raise more funds to acquire Bitcoin. Deutscher indicated that Saylor might be preparing for another significant Bitcoin purchase next week. Trading Pair BTC Price Change 1.05",e351de276863c983810c820848d5d060
"Bitcoin(BTC) Drops Below 85,000 USDT with a 1.44% Decrease in 24 Hours","Binance Market Data, Bitcoin has dropped below 85,000 USDT and is now trading at 84,975.242188 USDT, with a narrowed 1.44% decrease in 24 hours.
Trading Pair: BTC
Price Change: -1.05%",2025-03-09,BTC,-1.05%,"Binance Market Data, Bitcoin has dropped below 85,000 USDT and is now trading at 84,975.242188 USDT, with a narrowed 1.44 decrease in 24 hours. Trading Pair BTC Price Change 1.05",08fa03267e1bd1b256079704e6297ca6
Metaplanet CEO Urges Japan to Build Bitcoin Reserves,"PANews, Simon Gerovich, CEO of the Japanese publicly traded company Metaplanet, has called on Japan to follow the United States in establishing Bitcoin reserves. He envisions Japan becoming a 'global Bitcoin superpower.' Gerovich revealed that Metaplanet has achieved a 45.1% return on Bitcoin investments in 2025, with an acquisition cost of approximately $240.2 million and an average purchase price of $83,172.Gerovich expressed concern over the adequacy of their Bitcoin holdings, emphasizing the urgency of acquiring more. He stated, ""The opportunity to purchase Bitcoin won't last forever, and soon there will be two types of people: those who own Bitcoin and those who regret not buying it."" Metaplanet is actively accumulating Bitcoin to ensure shareholder confidence.
Trading Pair: BTC
Price Change: -1.05%",2025-03-09,BTC,-1.05%,"PANews, Simon Gerovich, CEO of the Japanese publicly traded company Metaplanet, has called on Japan to follow the United States in establishing Bitcoin reserves. He envisions Japan becoming a global Bitcoin superpower. Gerovich revealed that Metaplanet has achieved a 45.1 return on Bitcoin investments in 2025, with an acquisition cost of approximately 240.2 million and an average purchase price of 83,172.Gerovich expressed concern over the adequacy of their Bitcoin holdings, emphasizing the urgency of acquiring more. He stated, The opportunity to purchase Bitcoin wont last forever, and soon there will be two types of people those who own Bitcoin and those who regret not buying it. Metaplanet is actively accumulating Bitcoin to ensure shareholder confidence. Trading Pair BTC Price Change 1.05",0010a82249c1082534b308daee2b1f70
Bitcoin Market Dominance Remains Above 60% Amidst Market Stagnation,"BlockBeats, data from TradingView indicates that Bitcoin's market dominance (BTC.D) has remained above 60% for over a month since February 2, currently standing at 61.25%. The market appears to be in a stagnant phase. Analyst ai_9684xtpa shared historical data showing that when Bitcoin's market dominance reached 60% last November, altcoins experienced a minor bull market. In 2019 and 2021, Bitcoin's dominance peaked at 70%, followed by significant market-wide rallies.
Trading Pair: BTC
Price Change: -1.05%",2025-03-09,BTC,-1.05%,"BlockBeats, data from TradingView indicates that Bitcoins market dominance BTC.D has remained above 60 for over a month since February 2, currently standing at 61.25. The market appears to be in a stagnant phase. Analyst ai_9684xtpa shared historical data showing that when Bitcoins market dominance reached 60 last November, altcoins experienced a minor bull market. In 2019 and 2021, Bitcoins dominance peaked at 70, followed by significant marketwide rallies. Trading Pair BTC Price Change 1.05",2102772c2cccaca4f73249f754532604
Jupiter Co-Founder Announces New Token Verification System,"Foresight News, Jupiter co-founder Meow announced on Twitter the launch of a new token verification system that emphasizes community involvement in the verification process. The team has been focused on developing data-driven algorithmic systems to address extensive feedback on automated verification. After several weeks of improvements, the system is now refined and ready to advance to the next stage.
Trading Pair: N/A
Price Change: N/A",2025-03-09,N/A,N/A,"Foresight News, Jupiter cofounder Meow announced on Twitter the launch of a new token verification system that emphasizes community involvement in the verification process. The team has been focused on developing datadriven algorithmic systems to address extensive feedback on automated verification. After several weeks of improvements, the system is now refined and ready to advance to the next stage. Trading Pair NA Price Change NA",9d4f25a654c9898aafa256fd5e7eae2a
LM Funding Reports February Bitcoin Mining Update,"PANews, LM Funding, a Nasdaq-listed cryptocurrency mining and technology-focused financial company, has released its preliminary and unaudited Bitcoin mining and operations update for the period ending February 28, 2025. The company reported a mining output of 8.1 Bitcoins in February, bringing its total holdings to 165.8 Bitcoins. LM Funding operates a total of 5,840 mining machines.
Trading Pair: N/A
Price Change: N/A",2025-03-09,N/A,N/A,"PANews, LM Funding, a Nasdaqlisted cryptocurrency mining and technologyfocused financial company, has released its preliminary and unaudited Bitcoin mining and operations update for the period ending February 28, 2025. The company reported a mining output of 8.1 Bitcoins in February, bringing its total holdings to 165.8 Bitcoins. LM Funding operates a total of 5,840 mining machines. Trading Pair NA Price Change NA",d1eb48cefbf31382d1cefe50462d3538
Bitcoin's Potential Decline Amid Federal Reserve Rate Decisions,"PANews, network economist Timothy Peterson has issued a warning regarding the potential impact of the Federal Reserve's interest rate decisions on the broader market and Bitcoin. Peterson suggests that if the Federal Reserve delays interest rate cuts in 2025, it could lead to a wider market downturn, potentially pulling Bitcoin back to $70,000. His analysis model indicates that Bitcoin might bottom out at $57,000 in the next bear market. However, Peterson considers this scenario unlikely due to the high number of investors closely monitoring Bitcoin.
Trading Pair: BTC
Price Change: -1.05%",2025-03-09,BTC,-1.05%,"PANews, network economist Timothy Peterson has issued a warning regarding the potential impact of the Federal Reserves interest rate decisions on the broader market and Bitcoin. Peterson suggests that if the Federal Reserve delays interest rate cuts in 2025, it could lead to a wider market downturn, potentially pulling Bitcoin back to 70,000. His analysis model indicates that Bitcoin might bottom out at 57,000 in the next bear market. However, Peterson considers this scenario unlikely due to the high number of investors closely monitoring Bitcoin. Trading Pair BTC Price Change 1.05",91149d8f53ab32a349bccb6afbb2409e
Robert Kiyosaki Warns Of Impending Market Crash,"Odaily, Robert Kiyosaki, author of 'Rich Dad Poor Dad,' recently expressed concerns on the X platform about an impending stock market crash. He referenced his 2014 book, 'Rich Dad's Prophecy,' where he predicted a significant market downturn. Kiyosaki believes this crisis could severely impact the future of millions of baby boomers. He advises individuals to combat what he describes as a corrupt and criminal monetary Ponzi scheme by investing in and holding real gold, silver, and Bitcoin. However, Kiyosaki emphasized that he would never purchase gold, silver, or Bitcoin ETFs, considering them as fake, similar to the U.S. dollar and U.S. Treasury bonds.
Trading Pair: BTC
Price Change: -1.05%",2025-03-09,BTC,-1.05%,"Odaily, Robert Kiyosaki, author of Rich Dad Poor Dad, recently expressed concerns on the X platform about an impending stock market crash. He referenced his 2014 book, Rich Dads Prophecy, where he predicted a significant market downturn. Kiyosaki believes this crisis could severely impact the future of millions of baby boomers. He advises individuals to combat what he describes as a corrupt and criminal monetary Ponzi scheme by investing in and holding real gold, silver, and Bitcoin. However, Kiyosaki emphasized that he would never purchase gold, silver, or Bitcoin ETFs, considering them as fake, similar to the U.S. dollar and U.S. Treasury bonds. Trading Pair BTC Price Change 1.05",b8f2dcb3ed98f6b5fdfd1764827d759e
Michael Saylor Proposes Comprehensive Cryptocurrency Strategy,"PANews, Michael Saylor, co-founder of Strategy, presented a comprehensive cryptocurrency strategy at the White House Digital Assets Summit. He suggested that by establishing a clear regulatory framework, removing barriers to innovation, and strategically acquiring Bitcoin, the United States could unlock up to $100 trillion in economic value over the next decade.Saylor categorized digital assets into four distinct groups: digital tokens for capital creation and innovation, digital securities for market efficiency, digital currencies for commerce and strengthening the global position of the U.S. dollar, and digital commodities like Bitcoin for wealth preservation. He argued that this classification would reduce regulatory uncertainty and seamlessly integrate digital assets into the traditional financial system. The proposal calls for lifting restrictions on cryptocurrencies, allowing U.S. entities to quickly access capital markets while ensuring the dollar remains essential in global trade.Additionally, Saylor's proposal emphasizes the need for fair disclosure and accountability to prevent fraud and conflicts of interest. It also advocates for ending ""hostile and unfair tax policies"" targeting the cryptocurrency industry. Instead, government support would enable the industry to ""reach its full potential."" Saylor urged the government to encourage and support major banks in the custody, trading, and financing of Bitcoin assets, stating that cryptocurrency industry participants should not be excluded from banking services.
Trading Pair: BTC
Price Change: -1.05%",2025-03-09,BTC,-1.05%,"PANews, Michael Saylor, cofounder of Strategy, presented a comprehensive cryptocurrency strategy at the White House Digital Assets Summit. He suggested that by establishing a clear regulatory framework, removing barriers to innovation, and strategically acquiring Bitcoin, the United States could unlock up to 100 trillion in economic value over the next decade.Saylor categorized digital assets into four distinct groups digital tokens for capital creation and innovation, digital securities for market efficiency, digital currencies for commerce and strengthening the global position of the U.S. dollar, and digital commodities like Bitcoin for wealth preservation. He argued that this classification would reduce regulatory uncertainty and seamlessly integrate digital assets into the traditional financial system. The proposal calls for lifting restrictions on cryptocurrencies, allowing U.S. entities to quickly access capital markets while ensuring the dollar remains essential in global trade.Additionally, Saylors proposal emphasizes the need for fair disclosure and accountability to prevent fraud and conflicts of interest. It also advocates for ending hostile and unfair tax policies targeting the cryptocurrency industry. Instead, government support would enable the industry to reach its full potential. Saylor urged the government to encourage and support major banks in the custody, trading, and financing of Bitcoin assets, stating that cryptocurrency industry participants should not be excluded from banking services. Trading Pair BTC Price Change 1.05",34983f632a39239e45370ab713133031
Bitcoin's Potential Decline Amid Federal Reserve Rate Decisions,"PANews, network economist Timothy Peterson has issued a warning regarding the potential impact of the Federal Reserve's interest rate decisions on the broader market and Bitcoin. Peterson suggests that if the Federal Reserve delays interest rate cuts in 2025, it could lead to a wider market downturn, potentially pulling Bitcoin back to $70,000. His analysis model indicates that Bitcoin might bottom out at $57,000 in the next bear market. However, Peterson considers this scenario unlikely due to the high number of investors closely monitoring Bitcoin.
Trading Pair: BTC
Price Change: -1.07%",2025-03-09,BTC,-1.07%,"PANews, network economist Timothy Peterson has issued a warning regarding the potential impact of the Federal Reserves interest rate decisions on the broader market and Bitcoin. Peterson suggests that if the Federal Reserve delays interest rate cuts in 2025, it could lead to a wider market downturn, potentially pulling Bitcoin back to 70,000. His analysis model indicates that Bitcoin might bottom out at 57,000 in the next bear market. However, Peterson considers this scenario unlikely due to the high number of investors closely monitoring Bitcoin. Trading Pair BTC Price Change 1.07",96a5c52b78c9ec14d739af46ec16ab5a
Robert Kiyosaki Warns Of Impending Market Crash,"Odaily, Robert Kiyosaki, author of 'Rich Dad Poor Dad,' recently expressed concerns on the X platform about an impending stock market crash. He referenced his 2014 book, 'Rich Dad's Prophecy,' where he predicted a significant market downturn. Kiyosaki believes this crisis could severely impact the future of millions of baby boomers. He advises individuals to combat what he describes as a corrupt and criminal monetary Ponzi scheme by investing in and holding real gold, silver, and Bitcoin. However, Kiyosaki emphasized that he would never purchase gold, silver, or Bitcoin ETFs, considering them as fake, similar to the U.S. dollar and U.S. Treasury bonds.
Trading Pair: BTC
Price Change: -1.07%",2025-03-09,BTC,-1.07%,"Odaily, Robert Kiyosaki, author of Rich Dad Poor Dad, recently expressed concerns on the X platform about an impending stock market crash. He referenced his 2014 book, Rich Dads Prophecy, where he predicted a significant market downturn. Kiyosaki believes this crisis could severely impact the future of millions of baby boomers. He advises individuals to combat what he describes as a corrupt and criminal monetary Ponzi scheme by investing in and holding real gold, silver, and Bitcoin. However, Kiyosaki emphasized that he would never purchase gold, silver, or Bitcoin ETFs, considering them as fake, similar to the U.S. dollar and U.S. Treasury bonds. Trading Pair BTC Price Change 1.07",60fd38207d79679e7bad3e9b5e766a3b
Michael Saylor Proposes Comprehensive Cryptocurrency Strategy,"PANews, Michael Saylor, co-founder of Strategy, presented a comprehensive cryptocurrency strategy at the White House Digital Assets Summit. He suggested that by establishing a clear regulatory framework, removing barriers to innovation, and strategically acquiring Bitcoin, the United States could unlock up to $100 trillion in economic value over the next decade.Saylor categorized digital assets into four distinct groups: digital tokens for capital creation and innovation, digital securities for market efficiency, digital currencies for commerce and strengthening the global position of the U.S. dollar, and digital commodities like Bitcoin for wealth preservation. He argued that this classification would reduce regulatory uncertainty and seamlessly integrate digital assets into the traditional financial system. The proposal calls for lifting restrictions on cryptocurrencies, allowing U.S. entities to quickly access capital markets while ensuring the dollar remains essential in global trade.Additionally, Saylor's proposal emphasizes the need for fair disclosure and accountability to prevent fraud and conflicts of interest. It also advocates for ending ""hostile and unfair tax policies"" targeting the cryptocurrency industry. Instead, government support would enable the industry to ""reach its full potential."" Saylor urged the government to encourage and support major banks in the custody, trading, and financing of Bitcoin assets, stating that cryptocurrency industry participants should not be excluded from banking services.
Trading Pair: BTC
Price Change: -1.07%",2025-03-09,BTC,-1.07%,"PANews, Michael Saylor, cofounder of Strategy, presented a comprehensive cryptocurrency strategy at the White House Digital Assets Summit. He suggested that by establishing a clear regulatory framework, removing barriers to innovation, and strategically acquiring Bitcoin, the United States could unlock up to 100 trillion in economic value over the next decade.Saylor categorized digital assets into four distinct groups digital tokens for capital creation and innovation, digital securities for market efficiency, digital currencies for commerce and strengthening the global position of the U.S. dollar, and digital commodities like Bitcoin for wealth preservation. He argued that this classification would reduce regulatory uncertainty and seamlessly integrate digital assets into the traditional financial system. The proposal calls for lifting restrictions on cryptocurrencies, allowing U.S. entities to quickly access capital markets while ensuring the dollar remains essential in global trade.Additionally, Saylors proposal emphasizes the need for fair disclosure and accountability to prevent fraud and conflicts of interest. It also advocates for ending hostile and unfair tax policies targeting the cryptocurrency industry. Instead, government support would enable the industry to reach its full potential. Saylor urged the government to encourage and support major banks in the custody, trading, and financing of Bitcoin assets, stating that cryptocurrency industry participants should not be excluded from banking services. Trading Pair BTC Price Change 1.07",b03c2ed4a955650f56db391d9a9f64a9
"Strategy's Net Asset Premium Rate Rebounds, Indicating Potential Bitcoin Purchase","BlockBeats, on March 9, renowned crypto analyst Miles Deutscher shared on the X platform that Strategy's (MSTR) net asset premium rate rebounded by 23% last week from its low point. This metric assesses the premium level of MSTR's market value relative to its Bitcoin holdings. A higher premium suggests that Strategy can raise more funds to acquire Bitcoin. Deutscher indicated that Saylor might be preparing for another significant Bitcoin purchase next week.
Trading Pair: BTC
Price Change: -1.07%",2025-03-09,BTC,-1.07%,"BlockBeats, on March 9, renowned crypto analyst Miles Deutscher shared on the X platform that Strategys MSTR net asset premium rate rebounded by 23 last week from its low point. This metric assesses the premium level of MSTRs market value relative to its Bitcoin holdings. A higher premium suggests that Strategy can raise more funds to acquire Bitcoin. Deutscher indicated that Saylor might be preparing for another significant Bitcoin purchase next week. Trading Pair BTC Price Change 1.07",41164632bf208f6866b58cf9c2edbf56
"Bitcoin(BTC) Drops Below 85,000 USDT with a 1.44% Decrease in 24 Hours","Binance Market Data, Bitcoin has dropped below 85,000 USDT and is now trading at 84,975.242188 USDT, with a narrowed 1.44% decrease in 24 hours.
Trading Pair: BTC
Price Change: -1.07%",2025-03-09,BTC,-1.07%,"Binance Market Data, Bitcoin has dropped below 85,000 USDT and is now trading at 84,975.242188 USDT, with a narrowed 1.44 decrease in 24 hours. Trading Pair BTC Price Change 1.07",bbbdaf792e1e888d67ec547236c277c3
Metaplanet CEO Urges Japan to Build Bitcoin Reserves,"PANews, Simon Gerovich, CEO of the Japanese publicly traded company Metaplanet, has called on Japan to follow the United States in establishing Bitcoin reserves. He envisions Japan becoming a 'global Bitcoin superpower.' Gerovich revealed that Metaplanet has achieved a 45.1% return on Bitcoin investments in 2025, with an acquisition cost of approximately $240.2 million and an average purchase price of $83,172.Gerovich expressed concern over the adequacy of their Bitcoin holdings, emphasizing the urgency of acquiring more. He stated, ""The opportunity to purchase Bitcoin won't last forever, and soon there will be two types of people: those who own Bitcoin and those who regret not buying it."" Metaplanet is actively accumulating Bitcoin to ensure shareholder confidence.
Trading Pair: BTC
Price Change: -1.07%",2025-03-09,BTC,-1.07%,"PANews, Simon Gerovich, CEO of the Japanese publicly traded company Metaplanet, has called on Japan to follow the United States in establishing Bitcoin reserves. He envisions Japan becoming a global Bitcoin superpower. Gerovich revealed that Metaplanet has achieved a 45.1 return on Bitcoin investments in 2025, with an acquisition cost of approximately 240.2 million and an average purchase price of 83,172.Gerovich expressed concern over the adequacy of their Bitcoin holdings, emphasizing the urgency of acquiring more. He stated, The opportunity to purchase Bitcoin wont last forever, and soon there will be two types of people those who own Bitcoin and those who regret not buying it. Metaplanet is actively accumulating Bitcoin to ensure shareholder confidence. Trading Pair BTC Price Change 1.07",a3c9a5aaa4d1bf4c0ab2ef681fc294e4
Bitcoin Market Dominance Remains Above 60% Amidst Market Stagnation,"BlockBeats, data from TradingView indicates that Bitcoin's market dominance (BTC.D) has remained above 60% for over a month since February 2, currently standing at 61.25%. The market appears to be in a stagnant phase. Analyst ai_9684xtpa shared historical data showing that when Bitcoin's market dominance reached 60% last November, altcoins experienced a minor bull market. In 2019 and 2021, Bitcoin's dominance peaked at 70%, followed by significant market-wide rallies.
Trading Pair: BTC
Price Change: -1.07%",2025-03-09,BTC,-1.07%,"BlockBeats, data from TradingView indicates that Bitcoins market dominance BTC.D has remained above 60 for over a month since February 2, currently standing at 61.25. The market appears to be in a stagnant phase. Analyst ai_9684xtpa shared historical data showing that when Bitcoins market dominance reached 60 last November, altcoins experienced a minor bull market. In 2019 and 2021, Bitcoins dominance peaked at 70, followed by significant marketwide rallies. Trading Pair BTC Price Change 1.07",4600636ffe7e33ac30901c089749d9a9
